Order,Date,Price,FirstName,LastName,Destination,PickUp,Type
7092,26-04-2019 21:28:56,15,Marc,Ljungqvist,Guldkysten,Guldkysten,Type 4
7093,28-06-2019 04:25:41,80,Andreas,Trier,Kabalo,Tripoli,Type 1
7094,14-09-2019 20:53:37,50,Thomas,Hauge,Sahara,Congo,Type 3
7095,03-09-2019 08:03:36,70,Jonas,Lafi,Kap st. Marie,Victoria Faldene,Type 4
7096,15-03-2019 09:55:08,90,Rasmus,Ljungqvist,Mocambique,Mocambique,Type 5
7097,29-08-2019 01:33:40,5,Sofie,Hauge,Tanger,Cairo,Type 5
7098,28-03-2019 15:46:25,50,Marc,Vasie,Zanzibar,Tunis,Type 5
7099,06-07-2019 21:22:56,40,Niels,Johansen,Timbuktu,Timbuktu,Type 2
7100,22-10-2019 21:49:19,90,Rasmus,Jakobsen,Wadai,Sierra Leone,Type 5
7101,21-01-2019 21:09:27,5,Zeki,Henriksen,St. Helena,Tunis,Type 2
7102,12-07-2019 10:36:58,65,Jakob,Steffensen,Omdurmant,Guldkysten,Type 2
7103,08-09-2019 09:21:39,85,Jonas,Lund,Victoria Faldene,Wadai,Type 2
7104,17-07-2019 00:31:27,65,Marc,Madsen,Mocambique,Addis Abeba,Type 1
7105,03-09-2019 07:30:39,60,Alan,Jakobsen,Dragebjerget,Suakin,Type 5
7106,30-08-2019 21:49:10,35,Zeki,Johansen,Congo,Kabalo,Type 2
7107,14-06-2019 15:59:58,65,Jakob,Vasie,Slavekysten,Kap st. Marie,Type 3
7108,10-04-2019 07:12:20,30,Mik,Andersen,Kabalo,Kap st. Marie,Type 2
7109,05-09-2019 03:21:07,65,Alexander,Johansen,Tanger,Hvalbugten,Type 3
7110,21-10-2019 05:14:39,30,Zeki,Andersen,Kapstaden,Wadai,Type 3
7111,23-08-2019 12:12:02,100,Marc,Memborg,Laundo,Dafur,Type 5
7112,04-09-2019 15:49:05,100,Jakob,Hauge,Tripoli,Suakin,Type 5
7113,02-02-2019 01:41:01,60,Benjamin,Andersen,St. Helena,Victoriasoen,Type 5
7114,03-01-2019 12:41:02,35,Jacob,Hauge,Suakin,Addis Abeba,Type 3
7115,14-10-2019 20:45:04,100,Steven,Steffensen,Tunis,Zanzibar,Type 3
7116,10-08-2019 19:59:50,10,Arkan,Lafi,Kapstaden,Dragebjerget,Type 3
7117,04-05-2019 01:58:09,25,Steven,Lund,Mocambique,Suakin,Type 1
7118,16-03-2019 01:12:02,20,Zeki,Hegelund,Suakin,St. Helena,Type 1
7119,19-08-2019 07:02:01,45,Marc,Madsen,Mocambique,Bahr El Ghazal,Type 1
7120,26-08-2019 09:11:41,55,Sofie,Lund,Laundo,Congo,Type 5
7121,15-02-2019 13:49:02,50,Steven,Henriksen,Tanger,Hvalbugten,Type 5
7122,01-07-2019 19:13:26,10,Jonas,Lafi,Amatave,Sierra Leone,Type 3
7123,03-11-2019 06:32:47,30,Gustav,Kireli,Victoriasoen,Victoriasoen,Type 3
7124,09-08-2019 20:30:24,85,Gustav,Svenningsen,Kap Guardafui,Wadai,Type 5
7125,13-08-2019 15:43:40,90,Niels,Andersen,Amatave,Tripoli,Type 5
7126,16-10-2019 11:26:43,40,Kasper,Meynan,Marrakesh,St. Helena,Type 1
7127,06-07-2019 12:30:27,45,Mik,Johansen,De Kanariske Oeer,Slavekysten,Type 4
7128,15-07-2019 18:01:31,45,Simone,Steffensen,Guldkysten,St. Helena,Type 4
7129,15-07-2019 21:31:47,60,Arkan,Meynan,Kap Guardafui,Amatave,Type 5
7130,19-03-2019 23:40:12,65,Martin,Meynan,St. Helena,Dakar,Type 3
7131,15-01-2019 08:31:12,20,Jakob,Johansen,Laundo,Sahara,Type 1
7132,20-01-2019 23:41:34,25,Jonas,Hildorf,Dafur,Suakin,Type 3
7133,24-06-2019 01:11:45,20,Simone,Lund,Sierra Leone,Suakin,Type 3
7134,19-06-2019 08:35:35,80,Rasmus,Memborg,Timbuktu,Victoria Faldene,Type 1
7135,16-10-2019 02:51:12,80,Simone,Demant,Congo,Addis Abeba,Type 4
7136,07-10-2019 09:04:03,100,Marc,Memborg,Omdurmant,Cairo,Type 5
7137,08-11-2019 06:22:50,55,Alexander,Johansen,Wadai,Tunis,Type 1
7138,25-05-2019 22:01:15,40,Andreas,Vinther,Bahr El Ghazal,Dafur,Type 2
7139,28-04-2019 08:30:56,80,Jonas,Andersen,Omdurmant,Marrakesh,Type 5
7140,29-03-2019 22:11:27,90,Niels,Kireli,Kapstaden,Suakin,Type 5
7141,29-03-2019 14:30:15,40,Thomas,Jakobsen,Hvalbugten,Tripoli,Type 3
7142,16-10-2019 17:59:46,65,Mik,Svenningsen,Dragebjerget,De Kanariske Oeer,Type 5
7143,01-05-2019 19:19:43,5,Rasmus,Memborg,Laundo,St. Helena,Type 4
7144,21-05-2019 19:16:33,30,Mik,Lund,Timbuktu,Guldkysten,Type 5
7145,02-07-2019 01:27:11,25,Arkan,Meynan,Dakar,Kabalo,Type 5
7146,13-02-2019 05:23:19,60,Niels,Henriksen,Cairo,Dakar,Type 4
7147,02-11-2019 20:30:21,75,Alexander,Johansen,Tanger,St. Helena,Type 5
7148,18-10-2019 15:16:50,45,Andreas,Memborg,Victoriasoen,Suakin,Type 2
7149,28-02-2019 11:32:05,80,Kasper,Demant,Hvalbugten,Zanzibar,Type 5
7150,11-11-2019 13:45:04,75,Mark,Madsen,Victoriasoen,Victoriasoen,Type 2
7151,10-08-2019 11:09:27,50,Andreas,Henriksen,Victoriasoen,Zanzibar,Type 2
7152,25-10-2019 12:32:24,55,Marc,Memborg,Tunis,Tunis,Type 5
7153,11-06-2019 16:43:53,20,Niels,Pedersen,Kap Guardafui,Guldkysten,Type 2
7154,02-01-2019 11:55:30,5,Rasmus,Meynan,Tunis,Mocambique,Type 4
7155,23-03-2019 21:13:02,10,Mark,Lafi,Kapstaden,Bahr El Ghazal,Type 2
7156,26-06-2019 13:00:57,65,Lisa,Steffensen,Addis Abeba,Mocambique,Type 4
7157,29-01-2019 06:18:32,15,Julius,Hildorf,Kabalo,Dafur,Type 4
7158,02-02-2019 19:12:38,5,Jonas,Hauge,Dafur,Wadai,Type 3
7159,14-04-2019 17:58:46,80,Mark,Kluw,Hvalbugten,Tanger,Type 1
7160,22-06-2019 23:32:08,100,Helene,Lafi,Sahara,Victoria Faldene,Type 2
7161,07-08-2019 09:09:03,10,Martin,Kireli,Congo,Mocambique,Type 5
7162,21-04-2019 12:15:11,5,Jacob,Lund,Mocambique,Guldkysten,Type 2
7163,22-07-2019 03:54:57,35,Niels,Demant,Suakin,Cairo,Type 3
7164,20-05-2019 11:13:06,90,Helene,Meynan,Suakin,Kapstaden,Type 4
7165,08-10-2019 08:38:04,60,Zeki,Lafi,Wadai,Dafur,Type 5
7166,23-06-2019 08:04:57,100,Julius,Hildorf,Guldkysten,Bahr El Ghazal,Type 5
7167,28-03-2019 05:49:38,15,Jonas,Vasie,Guldkysten,Marrakesh,Type 5
7168,03-10-2019 02:22:27,100,Kasper,Lafi,Kapstaden,Addis Abeba,Type 5
7169,30-04-2019 04:28:53,55,Simone,Kireli,Congo,Sahara,Type 5
7170,20-06-2019 10:32:43,25,Kasper,Ljungqvist,Tunis,Zanzibar,Type 3
7171,03-08-2019 18:42:01,25,Benjamin,Vasie,Kapstaden,Hvalbugten,Type 1
7172,06-11-2019 14:18:33,90,Steven,Pyndt,Suakin,Suakin,Type 4
7173,08-08-2019 14:48:01,5,Andreas,Lafi,Dakar,Guldkysten,Type 3
7174,01-09-2019 13:18:16,100,Rasmus,Pyndt,Tunis,Amatave,Type 4
7175,27-01-2019 05:16:49,55,Jonas,Kluw,Guldkysten,Guldkysten,Type 3
7176,15-07-2019 07:50:24,15,Marc,Vasie,Tripoli,Slavekysten,Type 5
7177,26-01-2019 13:06:58,15,Marc,Hauge,Amatave,Sahara,Type 5
7178,30-09-2019 13:58:27,10,Alexander,Ljungqvist,Mocambique,Suakin,Type 3
7179,11-03-2019 11:59:22,55,Jonas,Lund,Dragebjerget,Cairo,Type 3
7180,03-06-2019 22:38:32,5,Niels,Madsen,Kap Guardafui,Marrakesh,Type 2
7181,29-08-2019 22:22:42,50,Thomas,Hegelund,Wadai,Omdurmant,Type 1
7182,27-07-2019 22:45:52,90,Martin,Meynan,De Kanariske Oeer,Congo,Type 3
7183,22-01-2019 10:32:17,30,Sofie,Andersen,Laundo,Kap Guardafui,Type 1
7184,22-07-2019 17:42:23,90,Zeki,Demant,Congo,Kap st. Marie,Type 1
7185,16-07-2019 18:44:15,100,Arkan,Demant,Dakar,De Kanariske Oeer,Type 1
7186,02-09-2019 04:01:02,30,Martin,Wagtberg,Sierra Leone,Hvalbugten,Type 2
7187,20-03-2019 20:01:01,70,Benjamin,Hauge,Congo,St. Helena,Type 2
7188,15-01-2019 01:53:28,50,Julius,Kireli,Sahara,Sahara,Type 2
7189,09-09-2019 12:05:56,25,Steven,Jakobsen,Tanger,Laundo,Type 5
7190,23-09-2019 14:00:23,45,Julius,Andersen,Kap Guardafui,Slavekysten,Type 2
7191,08-11-2019 05:34:59,90,Arkan,Memborg,Laundo,Slavekysten,Type 3
7192,07-05-2019 00:30:05,30,Arkan,Lund,Cairo,Dakar,Type 3
7193,04-04-2019 21:19:55,65,Mark,Hildorf,Tanger,Guldkysten,Type 5
7194,13-09-2019 23:39:34,85,Alexander,Pyndt,Timbuktu,Slavekysten,Type 2
7195,10-02-2019 18:02:14,15,Sofie,Andersen,Hvalbugten,Mocambique,Type 4
7196,21-02-2019 09:26:20,90,Kasper,Kireli,Dakar,Slavekysten,Type 1
7197,28-09-2019 21:35:05,100,Thomas,Memborg,Sierra Leone,Laundo,Type 5
7198,28-04-2019 10:30:55,10,Gustav,Johansen,Cairo,Guldkysten,Type 2
7199,18-02-2019 07:58:23,65,Kasper,Andersen,Sierra Leone,St. Helena,Type 3
7200,07-06-2019 13:08:42,20,Jonas,Ljungqvist,Sahara,Dragebjerget,Type 2
7201,23-03-2019 00:49:03,90,Marc,Pyndt,Timbuktu,Tripoli,Type 3
7202,03-02-2019 04:18:32,75,Kasper,Madsen,Sierra Leone,Victoria Faldene,Type 3
7203,04-09-2019 01:26:34,60,Benjamin,Jakobsen,Hvalbugten,Dafur,Type 2
7204,03-11-2019 19:33:41,85,Thomas,Pyndt,Victoriasoen,Omdurmant,Type 3
7205,18-07-2019 06:43:33,85,Jacob,Vasie,Tunis,Dafur,Type 1
7206,15-02-2019 02:33:08,75,Niels,Svenningsen,Tanger,Omdurmant,Type 3
7207,09-10-2019 00:19:22,25,Andreas,Andersen,Tanger,Kapstaden,Type 2
7208,11-01-2019 19:52:11,75,Julius,Memborg,Guldkysten,Kapstaden,Type 4
7209,15-10-2019 09:05:18,100,Mik,Vinther,Tunis,Suakin,Type 3
7210,23-08-2019 16:54:57,85,Niels,Hauge,De Kanariske Oeer,Victoriasoen,Type 2
7211,06-09-2019 04:29:16,35,Helene,Pedersen,Kap st. Marie,Slavekysten,Type 3
7212,01-09-2019 02:39:22,50,Rasmus,Roenhild,Hvalbugten,Omdurmant,Type 3
7213,17-08-2019 16:40:35,45,Helene,Vinther,Kap st. Marie,Mocambique,Type 5
7214,19-06-2019 01:31:07,45,Emil,Trier,Mocambique,Bahr El Ghazal,Type 2
7215,13-11-2019 07:34:27,60,Sofie,Svenningsen,Wadai,Hvalbugten,Type 4
7216,10-11-2019 14:03:03,10,Andreas,Hauge,Hvalbugten,Timbuktu,Type 2
7217,03-03-2019 10:05:00,30,Julius,Kireli,Dragebjerget,Omdurmant,Type 1
7218,11-11-2019 08:44:16,40,Julius,Madsen,Kapstaden,Victoriasoen,Type 4
7219,31-03-2019 12:02:22,80,Sofie,Ljungqvist,Omdurmant,Zanzibar,Type 1
7220,19-10-2019 04:35:09,85,Marc,Kireli,Kapstaden,De Kanariske Oeer,Type 2
7221,19-07-2019 18:54:18,100,Niels,Roenhild,Kap st. Marie,Laundo,Type 5
7222,30-03-2019 10:41:01,60,Niels,Jakobsen,Dakar,Hvalbugten,Type 3
7223,21-07-2019 07:12:50,80,Mark,Hauge,Marrakesh,Bahr El Ghazal,Type 5
7224,29-05-2019 19:36:27,50,Alan,Andersen,Kap st. Marie,Dragebjerget,Type 4
7225,11-04-2019 01:15:03,70,Helene,Hauge,Guldkysten,Sierra Leone,Type 2
7226,13-01-2019 04:13:13,60,Simone,Lund,Congo,Sierra Leone,Type 4
7227,15-04-2019 18:16:18,90,Andreas,Vinther,Victoriasoen,Guldkysten,Type 1
7228,04-05-2019 21:31:13,40,Marc,Steffensen,Victoriasoen,Sahara,Type 3
7229,05-07-2019 03:33:37,10,Jakob,Lund,Slavekysten,Dafur,Type 1
7230,04-07-2019 19:57:54,60,Alexander,Andersen,De Kanariske Oeer,Kapstaden,Type 5
7231,08-06-2019 02:29:49,45,Helene,Madsen,Slavekysten,Guldkysten,Type 4
7232,02-03-2019 06:02:39,40,Gustav,Kluw,Dragebjerget,Omdurmant,Type 4
7233,22-08-2019 16:08:08,60,Jakob,Demant,Dragebjerget,Kap Guardafui,Type 5
7234,26-10-2019 20:44:28,75,Emil,Pyndt,De Kanariske Oeer,St. Helena,Type 5
7235,29-09-2019 10:37:01,85,Gustav,Pedersen,De Kanariske Oeer,Bahr El Ghazal,Type 1
7236,23-07-2019 11:13:26,100,Jonas,Jakobsen,Kap Guardafui,Amatave,Type 1
7237,10-02-2019 01:44:12,35,Benjamin,Kluw,Omdurmant,Hvalbugten,Type 5
7238,27-01-2019 01:51:55,40,Zeki,Wagtberg,Sahara,Sahara,Type 1
7239,14-11-2019 14:35:12,100,Julius,Andersen,Tripoli,Marrakesh,Type 1
7240,12-09-2019 17:51:04,40,Martin,Hildorf,Sierra Leone,Guldkysten,Type 4
7241,04-06-2019 04:11:55,65,Niels,Kluw,Victoria Faldene,Zanzibar,Type 2
7242,14-07-2019 02:37:16,30,Emil,Hegelund,Amatave,Kapstaden,Type 5
7243,05-03-2019 21:40:23,25,Rasmus,Demant,Zanzibar,Wadai,Type 3
7244,30-09-2019 19:14:14,70,Thomas,Hildorf,Slavekysten,Amatave,Type 3
7245,31-05-2019 13:45:47,60,Andreas,Ljungqvist,Kapstaden,Suakin,Type 2
7246,09-02-2019 00:30:40,20,Gustav,Demant,Tunis,Wadai,Type 2
7247,29-10-2019 07:47:35,80,Alan,Pedersen,Slavekysten,Sahara,Type 1
7248,24-10-2019 01:55:59,45,Lisa,Memborg,Victoria Faldene,Bahr El Ghazal,Type 3
7249,20-01-2019 07:26:06,70,Rasmus,Vasie,Cairo,Kap Guardafui,Type 5
7250,04-07-2019 22:13:31,45,Sofie,Pyndt,Victoriasoen,Victoriasoen,Type 4
7251,04-05-2019 09:05:28,40,Zeki,Kireli,De Kanariske Oeer,Marrakesh,Type 4
7252,22-04-2019 00:41:23,65,Julius,Pyndt,Congo,Wadai,Type 1
7253,23-05-2019 18:35:05,45,Mik,Henriksen,Tripoli,Addis Abeba,Type 3
7254,19-05-2019 14:00:57,50,Alan,Madsen,Tanger,Tripoli,Type 5
7255,03-03-2019 19:07:42,30,Jonas,Lafi,Addis Abeba,Tripoli,Type 5
7256,30-03-2019 12:46:14,45,Jonas,Madsen,De Kanariske Oeer,Dragebjerget,Type 5
7257,17-03-2019 05:08:04,10,Zeki,Lafi,Marrakesh,Kap st. Marie,Type 5
7258,27-04-2019 00:34:30,15,Jakob,Lafi,Marrakesh,Slavekysten,Type 2
7259,18-04-2019 00:43:05,25,Steven,Meynan,Laundo,Victoria Faldene,Type 3
7260,25-01-2019 09:35:09,25,Arkan,Kluw,Tunis,Laundo,Type 4
7261,19-02-2019 22:52:07,75,Gustav,Andersen,Timbuktu,Addis Abeba,Type 2
7262,09-06-2019 12:56:12,70,Andreas,Hildorf,St. Helena,Mocambique,Type 4
7263,04-10-2019 18:36:37,80,Gustav,Vasie,Cairo,Kap st. Marie,Type 4
7264,19-10-2019 07:48:52,100,Rasmus,Steffensen,Cairo,Sahara,Type 4
7265,29-01-2019 21:56:12,30,Alan,Jakobsen,Mocambique,Bahr El Ghazal,Type 1
7266,28-04-2019 21:15:29,35,Rasmus,Johansen,St. Helena,Zanzibar,Type 3
7267,23-07-2019 08:42:09,30,Lisa,Vinther,Congo,Hvalbugten,Type 2
7268,01-07-2019 21:14:51,30,Benjamin,Vinther,Addis Abeba,Laundo,Type 3
7269,23-04-2019 03:06:20,60,Jonas,Kluw,Tanger,Congo,Type 2
7270,11-08-2019 15:34:48,75,Martin,Pyndt,Zanzibar,Hvalbugten,Type 5
7271,06-08-2019 17:04:28,65,Marc,Kluw,Sahara,Amatave,Type 1
7272,13-03-2019 17:30:49,75,Helene,Hildorf,St. Helena,Congo,Type 5
7273,06-08-2019 08:23:16,40,Jacob,Henriksen,Victoria Faldene,Suakin,Type 5
7274,07-07-2019 05:18:54,30,Marc,Henriksen,De Kanariske Oeer,Amatave,Type 1
7275,20-02-2019 00:12:14,60,Arkan,Kireli,Mocambique,Addis Abeba,Type 1
7276,14-03-2019 06:18:02,35,Mark,Hegelund,Slavekysten,Addis Abeba,Type 3
7277,12-05-2019 12:00:32,75,Alexander,Lafi,Kabalo,Tanger,Type 4
7278,03-10-2019 04:15:53,5,Lisa,Pyndt,Tanger,Cairo,Type 2
7279,07-09-2019 01:37:48,15,Niels,Kluw,Kabalo,Bahr El Ghazal,Type 2
7280,13-10-2019 12:58:06,85,Helene,Hauge,Congo,Zanzibar,Type 4
7281,04-09-2019 10:09:19,5,Jakob,Steffensen,Kabalo,Congo,Type 4
7282,16-08-2019 08:41:08,90,Niels,Steffensen,Kap st. Marie,Laundo,Type 2
7283,05-04-2019 13:28:52,25,Zeki,Vasie,Sahara,Dakar,Type 1
7284,30-06-2019 00:05:01,60,Rasmus,Ljungqvist,Timbuktu,Tunis,Type 2
7285,05-01-2019 19:56:16,75,Mik,Demant,De Kanariske Oeer,Tripoli,Type 3
7286,10-03-2019 06:05:52,45,Emil,Wagtberg,Dakar,Amatave,Type 2
7287,19-09-2019 08:48:46,80,Marc,Meynan,Kap st. Marie,Tripoli,Type 3
7288,21-04-2019 23:25:34,65,Benjamin,Trier,Hvalbugten,Amatave,Type 3
7289,25-08-2019 12:23:32,85,Jakob,Kireli,Cairo,Kap Guardafui,Type 1
7290,21-01-2019 13:26:14,90,Alan,Vasie,Congo,Victoriasoen,Type 1
7291,11-11-2019 14:22:36,45,Zeki,Steffensen,Cairo,Sierra Leone,Type 1
7292,20-02-2019 13:12:35,65,Kasper,Jakobsen,Dafur,Mocambique,Type 5
7293,21-05-2019 21:31:04,90,Alan,Wagtberg,Victoriasoen,Guldkysten,Type 1
7294,03-08-2019 09:41:49,15,Jakob,Vinther,Victoria Faldene,Amatave,Type 3
7295,28-04-2019 14:23:45,65,Kasper,Meynan,Kapstaden,Slavekysten,Type 2
7296,28-05-2019 01:22:48,65,Mark,Hildorf,Victoriasoen,Marrakesh,Type 3
7297,08-09-2019 22:17:42,70,Jonas,Madsen,Hvalbugten,Congo,Type 5
7298,13-07-2019 16:41:16,15,Steven,Johansen,Timbuktu,Tripoli,Type 5
7299,04-08-2019 10:39:00,50,Niels,Meynan,Marrakesh,Timbuktu,Type 1
7300,18-02-2019 22:50:15,20,Rasmus,Jakobsen,Guldkysten,Tanger,Type 1
7301,26-04-2019 04:58:29,75,Zeki,Madsen,Guldkysten,Amatave,Type 4
7302,23-01-2019 08:51:59,50,Jakob,Pedersen,Kap Guardafui,Congo,Type 5
7303,01-02-2019 04:16:02,50,Lisa,Lafi,Mocambique,Tanger,Type 4
7304,08-06-2019 01:21:23,20,Benjamin,Andersen,Sahara,Kap Guardafui,Type 3
7305,10-10-2019 19:58:14,15,Benjamin,Vinther,Congo,Omdurmant,Type 2
7306,25-10-2019 07:17:51,75,Andreas,Lund,Addis Abeba,Dafur,Type 5
7307,12-04-2019 18:56:54,10,Gustav,Meynan,Addis Abeba,Suakin,Type 4
7308,08-11-2019 10:46:16,35,Benjamin,Roenhild,Tanger,Dakar,Type 3
7309,14-03-2019 02:40:57,70,Andreas,Hildorf,Cairo,Cairo,Type 3
7310,12-04-2019 23:05:03,25,Lisa,Vinther,Addis Abeba,Guldkysten,Type 5
7311,11-10-2019 08:44:15,10,Steven,Henriksen,Tunis,Victoriasoen,Type 3
7312,18-06-2019 15:00:53,30,Arkan,Andersen,Laundo,Tunis,Type 2
7313,19-05-2019 03:14:21,70,Helene,Madsen,Wadai,Guldkysten,Type 3
7314,08-10-2019 13:00:09,65,Julius,Pedersen,Kap st. Marie,Kap st. Marie,Type 2
7315,01-01-2019 22:32:11,30,Helene,Pyndt,Hvalbugten,Dragebjerget,Type 5
7316,19-05-2019 21:55:28,60,Alan,Svenningsen,Kap Guardafui,De Kanariske Oeer,Type 1
7317,19-07-2019 00:04:07,45,Zeki,Meynan,Kap st. Marie,Addis Abeba,Type 5
7318,29-05-2019 21:18:08,70,Alexander,Lund,Hvalbugten,Dakar,Type 4
7319,03-05-2019 05:16:07,70,Thomas,Pyndt,St. Helena,Dakar,Type 4
7320,05-01-2019 16:05:47,75,Alexander,Roenhild,Kapstaden,Zanzibar,Type 1
7321,18-06-2019 21:03:26,85,Simone,Henriksen,Victoriasoen,Amatave,Type 5
7322,18-05-2019 03:51:37,60,Zeki,Roenhild,St. Helena,Addis Abeba,Type 5
7323,03-02-2019 05:49:11,75,Steven,Hildorf,Marrakesh,Mocambique,Type 5
7324,01-08-2019 02:55:00,80,Jacob,Johansen,Bahr El Ghazal,Kapstaden,Type 3
7325,27-08-2019 13:28:30,30,Rasmus,Lafi,Slavekysten,Victoriasoen,Type 3
7326,02-10-2019 21:26:19,55,Sofie,Demant,Dragebjerget,Wadai,Type 3
7327,25-10-2019 13:49:45,15,Niels,Hildorf,Tanger,Victoriasoen,Type 5
7328,14-03-2019 18:19:49,100,Jakob,Memborg,Dakar,Cairo,Type 2
7329,29-10-2019 21:04:30,35,Thomas,Henriksen,Wadai,Guldkysten,Type 1
7330,01-03-2019 13:32:17,45,Jakob,Jakobsen,Kap Guardafui,Kabalo,Type 5
7331,07-09-2019 20:56:16,85,Arkan,Wagtberg,Kabalo,Amatave,Type 2
7332,01-01-2019 17:31:33,85,Martin,Memborg,Mocambique,Bahr El Ghazal,Type 4
7333,28-06-2019 15:28:30,100,Jakob,Ljungqvist,Victoriasoen,Victoria Faldene,Type 2
7334,29-08-2019 17:02:24,60,Thomas,Memborg,Tripoli,Kap Guardafui,Type 5
7335,27-09-2019 08:08:52,60,Alexander,Demant,Zanzibar,Dafur,Type 3
7336,27-02-2019 07:05:47,60,Marc,Vasie,Congo,Sahara,Type 4
7337,01-07-2019 09:56:35,20,Mark,Ljungqvist,Hvalbugten,St. Helena,Type 1
7338,24-07-2019 23:09:07,5,Martin,Memborg,Cairo,Timbuktu,Type 2
7339,21-07-2019 01:55:00,65,Julius,Wagtberg,Mocambique,Kap st. Marie,Type 1
7340,02-04-2019 22:17:59,55,Sofie,Meynan,Kapstaden,Tanger,Type 3
7341,08-11-2019 01:10:28,75,Julius,Hildorf,Tripoli,Victoriasoen,Type 1
7342,18-08-2019 17:34:05,75,Martin,Jakobsen,Victoriasoen,Guldkysten,Type 2
7343,25-04-2019 16:21:45,90,Jacob,Vasie,Victoria Faldene,Slavekysten,Type 1
7344,04-05-2019 08:11:05,80,Alexander,Demant,Hvalbugten,Victoriasoen,Type 3
7345,14-10-2019 14:26:21,85,Martin,Madsen,Cairo,Kabalo,Type 2
7346,24-02-2019 03:10:37,40,Mik,Ljungqvist,Addis Abeba,Zanzibar,Type 5
7347,17-03-2019 07:50:43,65,Marc,Pyndt,Zanzibar,Guldkysten,Type 2
7348,11-01-2019 08:16:45,5,Alexander,Wagtberg,Congo,Kabalo,Type 1
7349,13-02-2019 17:43:34,35,Mark,Memborg,Mocambique,Victoria Faldene,Type 4
7350,02-02-2019 05:03:21,70,Emil,Steffensen,Marrakesh,Dragebjerget,Type 1
7351,14-01-2019 07:56:39,30,Zeki,Meynan,Omdurmant,Tanger,Type 1
7352,20-10-2019 02:50:09,60,Thomas,Hauge,Amatave,Hvalbugten,Type 5
7353,22-08-2019 05:10:10,5,Zeki,Lafi,Dragebjerget,Victoria Faldene,Type 5
7354,12-08-2019 03:59:28,60,Lisa,Jakobsen,Kabalo,Sahara,Type 1
7355,29-01-2019 23:40:39,100,Steven,Hildorf,Victoriasoen,Dragebjerget,Type 4
7356,02-03-2019 18:37:31,15,Mark,Lund,Sierra Leone,Kapstaden,Type 4
7357,21-09-2019 02:16:40,10,Julius,Johansen,Kap st. Marie,De Kanariske Oeer,Type 1
7358,15-10-2019 11:37:25,65,Mark,Meynan,Dafur,Wadai,Type 4
7359,21-02-2019 23:03:37,25,Emil,Lafi,Sahara,Congo,Type 4
7360,02-01-2019 16:01:24,20,Helene,Vinther,Timbuktu,Kap Guardafui,Type 3
7361,25-09-2019 16:31:43,60,Simone,Jakobsen,Kap Guardafui,Guldkysten,Type 3
7362,07-05-2019 15:49:56,10,Alan,Lund,Hvalbugten,Congo,Type 3
7363,20-02-2019 10:47:13,85,Zeki,Hauge,Mocambique,Wadai,Type 3
7364,02-05-2019 06:02:16,5,Arkan,Hegelund,Victoriasoen,Laundo,Type 1
7365,30-05-2019 15:04:13,20,Alan,Jakobsen,Mocambique,Victoria Faldene,Type 3
7366,09-06-2019 22:13:15,35,Benjamin,Trier,Timbuktu,Laundo,Type 2
7367,12-03-2019 19:18:12,5,Lisa,Demant,Victoriasoen,Tunis,Type 2
7368,07-02-2019 13:07:50,100,Simone,Andersen,Cairo,Victoria Faldene,Type 1
7369,25-04-2019 09:19:05,90,Martin,Trier,Omdurmant,Tripoli,Type 4
7370,26-07-2019 01:35:31,85,Steven,Madsen,Zanzibar,Slavekysten,Type 5
7371,29-06-2019 08:59:08,75,Jonas,Trier,Dafur,Victoriasoen,Type 4
7372,13-01-2019 21:32:35,50,Alan,Lund,Guldkysten,Addis Abeba,Type 4
7373,19-03-2019 18:18:02,30,Jakob,Kluw,De Kanariske Oeer,Dragebjerget,Type 5
7374,16-04-2019 20:02:05,75,Emil,Demant,Congo,Marrakesh,Type 4
7375,03-10-2019 10:16:15,55,Niels,Henriksen,Tunis,Timbuktu,Type 1
7376,16-06-2019 17:41:18,100,Gustav,Johansen,Kapstaden,Marrakesh,Type 5
7377,25-02-2019 12:16:19,80,Emil,Kireli,Wadai,Omdurmant,Type 2
7378,07-09-2019 01:05:05,85,Zeki,Jakobsen,Guldkysten,Suakin,Type 5
7379,17-02-2019 20:23:29,100,Gustav,Hildorf,Kapstaden,Kap st. Marie,Type 2
7380,22-07-2019 02:52:41,70,Simone,Johansen,Suakin,Tanger,Type 4
7381,07-09-2019 00:20:59,35,Benjamin,Johansen,St. Helena,De Kanariske Oeer,Type 5
7382,13-11-2019 10:33:35,55,Rasmus,Ljungqvist,Dafur,Cairo,Type 5
7383,19-06-2019 13:14:40,65,Andreas,Demant,Kapstaden,De Kanariske Oeer,Type 4
7384,23-04-2019 05:12:21,30,Rasmus,Kireli,Dakar,Tanger,Type 1
7385,17-01-2019 03:37:42,55,Helene,Lafi,Dragebjerget,Dragebjerget,Type 2
7386,30-04-2019 11:05:56,30,Jonas,Henriksen,Sierra Leone,Zanzibar,Type 5
7387,20-04-2019 09:05:19,55,Jakob,Andersen,Bahr El Ghazal,Kapstaden,Type 2
7388,02-11-2019 10:40:56,55,Simone,Ljungqvist,Dafur,St. Helena,Type 3
7389,30-08-2019 16:07:00,75,Rasmus,Meynan,Tripoli,Tripoli,Type 2
7390,11-05-2019 08:31:07,30,Marc,Trier,Wadai,Timbuktu,Type 4
7391,27-01-2019 06:22:45,35,Niels,Meynan,Suakin,Cairo,Type 1
